CODICEIDENTIFICATIVOSITO;DENOMINAZIONESITOLOGISTICO;INDIRIZZO;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;LATITUDINE;LONGITUDINE;LOCALIZE
006022;PHARMAPOINT TINTORETTO;VIALE DEL TINTORETTO 104/106;10042011006;00144;058091;Roma;058;RM;Roma;120;Lazio;01/10/2009;-;41.83517;12.48852;1
006037;L'Angolo del Farmaco;via Altino, 6;09806941002;00183;058091;Roma;058;RM;Roma;120;Lazio;01/11/2009;-;41.87918;12.50947;1
006069;PARAFARMACIA DI TORTORELLI D'AMBROSIO ALBA SAS;VIA SELVA PRESSO CENTRO COMMERCIALE LA SELVA;02609940602;03039;060074;Sora;060;FR;Frosinone;120;Lazio;01/12/2009;-;41.7326;13.57597;1
006073;Parafarmacia Drugs & More;Via Salaria Km 53 Osteria Nuova;10377571004;02037;057054;Poggio moiano;057;RI;Rieti;120;Lazio;01/12/2009;-;42.20918;12.82345;1
006080;PARAFARMACIA DR. PIETRO AGAMENNONE SOC. COOP.;VIA E. GRECO SNC;01049690579;02100;057059;Rieti;057;RI;Rieti;120;Lazio;01/12/2009;-;42.40829;12.85287;1
006087;HEALTHING DOMUS;VIA BERNARDINO ALIMENA 111/119;06887121009;00173;058091;Roma;058;RM;Roma;120;Lazio;01/12/2009;-;41.84596;12.60848;1
006088;PARAFARMACIA HEALTHING DA VINCI;VIA G.MONTANARI SNC;06887121009;00054;058120;Fiumicino;058;RM;Roma;120;Lazio;01/12/2009;-;41.88756;12.22867;1
006096;FA di FILOMENA E ANTONIO TARANTINO SNC;VIA NIZZA 69/B;10602101007;00198;058091;Roma;058;RM;Roma;120;Lazio;01/12/2009;-;41.91163;12.49875;1
006113;PARAFARMACIA  PHARMAPLUS;Via Don Primo Mazzolari, 181;10680841003;00132;058091;Roma;058;RM;Roma;120;Lazio;01/01/2010;-;41.92368;12.57115;1
006119;PARAFARMACIA DOTT. DIOMAIUTA;S.S. 158 PER FIUGGI KM 3,9;02621940606;03011;060003;Alatri;060;FR;Frosinone;120;Lazio;01/01/2010;31/12/2013;41.73062;13.3402;1
006124;Parafarmacia dott.ssa Vincenza Gigliotti;via Gianluigi Bonelli 221;10727781006;00144;058091;Roma;058;RM;Roma;120;Lazio;01/01/2010;31/12/2014;41.92368;12.57115;1
006127;parafarmacia artechimica;corso del popolo, 100;10611351007;00046;058046;Grottaferrata;058;RM;Roma;120;Lazio;01/01/2010;-;41.78782;12.66836;1
006140;DI PINTO AMEDEO;CONTRADA CASE CAMPOLI SNC;02614210603;03029;060085;Veroli;060;FR;Frosinone;120;Lazio;01/01/2010;31/05/2014;41.71893;13.44934;1
006166;HEALTHING SEDE CENTRALE;VIA DI CAMPO GILLARO SNC;06887121009;00030;058119;San cesareo;058;RM;Roma;120;Lazio;01/02/2010;-;41.82739;12.78679;1
006168;PARAF. HEALTHING  C.C. TIBURTINO;VIA TIBURTINA KM 20,500;06887121009;00012;058047;Guidonia montecelio;058;RM;Roma;120;Lazio;01/02/2010;-;41.98134;12.70358;1
006169;PHARMAPOINT SRL SEDE CENTRALE;VIA DI CAMPO GILLARO SNC;10042011006;00030;058119;San cesareo;058;RM;Roma;120;Lazio;01/02/2010;-;41.82739;12.78679;1
006170;PARAF.HEALTHING C.C.PETROCELLI;VIA BIAGIO PETROCELLI;06887121009;00173;058091;Roma;058;RM;Roma;120;Lazio;01/02/2010;-;41.84157;12.61122;1
006187;Punto Salute Parafarmacia;Via Piave, 22;09916231005;00187;058091;Roma;058;RM;Roma;120;Lazio;01/02/2010;31/01/2014;41.78416;12.6794;1
006195;portodiromafarma srl;lungomare Duca degli Abruzzi 84 locale 811;10767401002;00121;058091;Roma;058;RM;Roma;120;Lazio;01/02/2010;-;41.92368;12.57115;1
006198;PHARMAGEST SRL;VIA DI CAMPO GILLARO SNC;10507771003;00030;058119;San cesareo;058;RM;Roma;120;Lazio;01/02/2010;-;41.82739;12.78679;1
006201;Parafarmacia di Speranza Claudia;Via Vincenzo Morello 16/18;01925950568;00157;058091;Roma;058;RM;Roma;120;Lazio;01/02/2010;-;41.90933;12.53976;1
006210;Parafarmacia D.ssaLasandra;via sambucuccio d'alando,5;10810221001;00162;058091;Roma;058;RM;Roma;120;Lazio;01/03/2010;-;41.91252;12.52159;1
006215;parafarmacia babybirba;s.s. 155 per fiuggi località Arillette;02502220607;03011;060003;Alatri;060;FR;Frosinone;120;Lazio;01/03/2010;-;41.73062;13.3402;1
006218;PARAFARMACIA CAMPOREALE;VIA BIANCAMANO 31/33/35;02393490590;04016;059024;Sabaudia;059;LT;Latina;120;Lazio;01/03/2010;-;41.34345;13.03046;1
006219;Parafarmacia San Leone Dott.ssa Ida Ansalone;Via Roma 60/62;02736760592;04029;059030;Sperlonga;059;LT;Latina;120;Lazio;01/02/2014;-;41.25994;13.43881;1
006219;Parafarmacia l'Amamelide;Via Roma 60/62;02524940596;04029;059030;Sperlonga;059;LT;Latina;120;Lazio;01/03/2010;31/01/2014;41.25994;13.43881;1
006221;Parafarmacia Monfeli;strada vicinale dell'Acqua Forte;02000390563;01034;056024;Fabrica di roma;056;VT;Viterbo;120;Lazio;01/03/2010;30/04/2013;42.33476;12.29493;1
006223;PARAFARMACIA PERONDI;VIA ROMA 269;00045250578;02021;057007;Borgorose;057;RI;Rieti;120;Lazio;01/03/2010;30/04/2013;42.19394;13.2362;1
006234;PARAFARMACIA LATINA;Via P.L. Nervi;02159750278;04100;059011;Latina;059;LT;Latina;120;Lazio;01/03/2010;30/11/2010;41.45885;12.88923;1
006267;Pharmamedical del dott. Viti Daniele S.r.l.;via Tiziano, 18;09713671007;00040;058022;Castel gandolfo;058;RM;Roma;120;Lazio;01/03/2010;30/06/2013;41.72638;12.61666;1
006280;Archangelica S.r.l.;Via Britannia, 28/30;01439061001;00183;058091;Roma;058;RM;Roma;120;Lazio;01/03/2010;-;41.87975;12.50821;1
006281;PARAFARMACIA DELLA STAZIONE;PIAZZA GARIBALDI 31;02632320608;03043;060019;Cassino;060;FR;Frosinone;120;Lazio;01/03/2010;-;41.47889;13.83556;1
006285;PUNTO BENESSERE DI FRANCESCA ANGELINI;area transiti terminal T5 c/o aeroporto L. DA VINCI;01258691003;00050;058120;Fiumicino;058;RM;Roma;120;Lazio;01/03/2010;31/10/2012;41.79492;12.25565;1
006295;Parafarmacia dott.ssa A.Lodi;via 8 Settembre n° 1/g;00381161009;00013;058059;Mentana;058;RM;Roma;120;Lazio;01/04/2010;-;42.04086;12.6634;1
006301;RCFARMA DI CAPUTO ROBERTO;VIA PRIVERNO 25;02538790599;04100;059011;Latina;059;LT;Latina;120;Lazio;01/04/2010;31/07/2013;41.45575;12.90725;1
006308;parafarmacia;via montebello,81;01634610701;00185;058091;Roma;058;RM;Roma;120;Lazio;01/04/2010;31/01/2013;41.9057;12.50039;1
006320;Parafarmacia dott.ssa Monica Magno;Via Onorato Capo 13;10919201003;03012;060006;Anagni;060;FR;Frosinone;120;Lazio;01/04/2010;28/02/2013;41.74167;13.1628;1
006321;parafarmacia babybirba;via madonna della sanita' 114;02502220607;03011;060003;Alatri;060;FR;Frosinone;120;Lazio;01/04/2010;-;41.73062;13.3402;1
006329;parafarmacia dott.ssa Sera di Sera Concettina;via valle, 4;02640030603;03032;060008;Arce;060;FR;Frosinone;120;Lazio;01/04/2010;30/11/2012;41.56544;13.55737;1
006330;parafarmacia;via mascagni n°9;06572951009;04011;059001;Aprilia;059;LT;Latina;120;Lazio;01/04/2010;-;41.5942;12.64858;1
006334;Parafarmacia Panecaldo Miriam;Via Tiburtina 8c;10679131002;00012;058047;Guidonia montecelio;058;RM;Roma;120;Lazio;01/05/2010;-;41.94246;12.65592;1
006336;PARAFARMACIA I.G.P. srl;via Padre Lombardi 2/4;02544500594;00042;058007;Anzio;058;RM;Roma;120;Lazio;01/05/2010;31/10/2012;41.44598;12.6295;1
006347;parafarmacia san francesco;via dante alighieri 48;00704760594;04019;059032;Terracina;059;LT;Latina;120;Lazio;01/05/2010;-;41.28585;13.2504;1
006387;Parafarmacia Configni s.n.c.;Via Allorta,snc;01058360577;02040;057024;Configni;057;RI;Rieti;120;Lazio;01/05/2010;-;42.43308;12.63769;1
006396;HEALTHCARE TIBURTINO SHOPPING CENTER;VIA TIBURTINA VALERIA LOC.MARTELLONA SNC INT 94;10891501008;00012;058047;Guidonia montecelio;058;RM;Roma;120;Lazio;01/05/2010;-;41.98134;12.70358;1
006429;GIORIAN S.R.L.;Via Renato Castellani, 22;10693011008;00046;058046;Grottaferrata;058;RM;Roma;120;Lazio;01/06/2010;-;41.78927;12.68002;1
006453;Farmarisparmio Dssa Angela Mercuri;Via G. Giulietti 6/A;10965001000;00154;058091;Roma;058;RM;Roma;120;Lazio;01/06/2010;-;41.92368;12.57115;1
006487;PARAFARMACIA TERME & SALUTE FIUGGI;LARGO LUCARELLI D'ANTICOLI,1;02643520600;03014;060035;Fiuggi;060;FR;Frosinone;120;Lazio;01/06/2010;-;41.8089;13.22169;1
006556;PARAFARMACIA MIGLIORI;VIA CASSIA 158A;02012330565;01019;056057;Vetralla;056;VT;Viterbo;120;Lazio;01/07/2010;-;42.3373;12.05754;1
006619;Disalus Sas di Mealli Giovanni & C.;via Adolfo Consolini, 18-20;08575091007;00142;058091;Roma;058;RM;Roma;120;Lazio;01/07/2010;-;41.83366;12.51036;1
006622;MANCINI GIOVANNA;VIA CADORNA 20/B;11009601003;00028;058103;Subiaco;058;RM;Roma;120;Lazio;01/07/2010;-;41.93646;13.11746;1
006658;Health Retail Centro Commerciale Cinecitta' 2;Via Palmiro Togliatti 2;06069430483;00172;058091;Roma;058;RM;Roma;120;Lazio;01/08/2010;-;41.90997;12.57211;1
006659;Health Retail Centro Commeciale Casetta Mattei;Via dei Sampieri snc;06069430483;00148;058091;Roma;058;RM;Roma;120;Lazio;01/08/2010;-;41.92368;12.57115;1
006660;Health Retail Centro Commeciale Anagnina;Via Torre di Mezzavia 35;06069430483;00172;058091;Roma;058;RM;Roma;120;Lazio;01/08/2010;-;41.8362;12.59417;1
006661;Health Retail Centro Commeciale Dima Shopping;Via della Bufalotta 548;06069430483;00139;058091;Roma;058;RM;Roma;120;Lazio;01/08/2010;-;41.98027;12.552;1
006662;Health Retail Market Cental Da Vinci;Via G.Montanari snc;06069430483;00054;058120;Fiumicino;058;RM;Roma;120;Lazio;01/08/2010;-;41.88756;12.22867;1
006663;Health Retail Pantheon;Via Pie' di Marmo;06069430483;00186;058091;Roma;058;RM;Roma;120;Lazio;01/08/2010;-;41.92368;12.57115;1
006664;Health Retail Centro Commeciale Torrino;Via di Mostacciano 10/12;06069430483;00144;058091;Roma;058;RM;Roma;120;Lazio;01/08/2010;-;41.81497;12.43226;1
006665;Health Retail Axa;Via Pindaro 90/92/94;06069430483;00124;058091;Roma;058;RM;Roma;120;Lazio;01/08/2010;-;41.75651;12.36754;1
006666;Health Retail Centro Commeciale Domus;Via Bernardino Alimena 111/119;06069430483;00173;058091;Roma;058;RM;Roma;120;Lazio;01/08/2010;-;41.84596;12.60848;1
006667;Health Retail Casilina;Via Gagliano Del Capo 95;06069430483;00133;058091;Roma;058;RM;Roma;120;Lazio;01/08/2010;-;41.85537;12.65313;1
006669;Health Retail Centro Commeciale Tiburtino Shop.Cen;Via Tiburtina km 20.500;06069430483;00012;058091;Roma;058;RM;Roma;120;Lazio;01/08/2010;-;41.92368;12.57115;1
006708;Parafarmacia del Dott. Acoury Cherif Edgard;Via della Lucchina, 96;08913810589;00135;058091;Roma;058;RM;Roma;120;Lazio;01/08/2010;-;41.96085;12.40302;1
006716;Health Retail Tintoretto;Viale Del Tintoretto 104/106;06069430483;00144;058091;Roma;058;RM;Roma;120;Lazio;01/08/2010;-;41.83517;12.48852;1
006741;ParaFarmaShop h24 s.n.c.;v.le di valle schioia, 152;10996901004;00042;058007;Anzio;058;RM;Roma;120;Lazio;01/09/2010;31/05/2012;41.50187;12.59845;1
006758;PUNTO BENESSERE DI FRANCESCA ANGELINI;Molo Ovest - Locale V8 c/o aeroporto L. DA VINCI;01258691003;00050;058120;Fiumicino;058;RM;Roma;120;Lazio;01/09/2010;-;41.88756;12.22867;1
006759;Parafarmacia l'Amamalide;Via Tommaso Tittoni 83;02524940596;04017;059025;San felice circeo;059;LT;Latina;120;Lazio;01/09/2010;-;41.24124;13.10063;1
006768;Sagial s.r.l.;via di Castel Giuliano ,6;11017181006;00062;058013;Bracciano;058;RM;Roma;120;Lazio;01/10/2010;-;42.15727;12.14091;1
006772;PARAFARMACIA BABY BIRBA;VIA ALDO MORO 511;02502220607;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/10/2010;-;41.69785;13.23881;1
006788;ABBATE LUISA;VIA DOCIBILE 22;03016720611;04024;059009;Gaeta;059;LT;Latina;120;Lazio;01/10/2010;-;41.2095;13.58578;1
006806;"Parafarmacia ""Gli Angeli""";via Passo Buole, 102/C;11104981003;00054;058120;Fiumicino;058;RM;Roma;120;Lazio;01/10/2010;30/06/2014;41.75427;12.24619;1
006808;Parafarmacia Villa Gordiani;via Pisino 64/66 angolo via della Serenissima 131;11665881006;00177;058091;Roma;058;RM;Roma;120;Lazio;01/10/2010;31/07/2013;41.92368;12.57115;1
006809;Parafarmacia David della dr.ssa Sollazzo Stefania;Via Adua, 9;11108481000;00042;058007;Anzio;058;RM;Roma;120;Lazio;01/12/2010;29/02/2012;41.44611;12.62797;1
006809;Sollazzo Stefania;Piazza Bellini 14;11108481000;00040;058007;Anzio;058;RM;Roma;120;Lazio;01/10/2010;30/11/2010;41.44611;12.62797;1
006827;ParaFARMACIA LUXEPHARMA Dott.ssa E. Maramao;Via Marcello Mastroianni snc;02497960605;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/10/2010;30/11/2010;41.48199;13.90366;1
006827;ParaFARMACIA Villa Comunale Dott.ssa E. Maramao;Via Marcello Mastroianni snc;02497960605;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/12/2010;31/01/2011;41.48199;13.90366;1
006827;ParaFARMACIA Villa Comunale della dott.ssa Maramao Elisa & C. Sas;Piazza A. De Curtis 1;02497960605;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/01/2015;-;41.48199;13.90366;1
006827;ParaFARMACIA Villa Comunale srl;Piazza A. De Curtis, 1;02497960605;03011;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/02/2011;31/12/2014;41.48199;13.90366;1
006829;Health Retail sede;via di Grotte Portella 6-8;06069430483;00044;058039;Frascati;058;RM;Roma;120;Lazio;01/10/2010;-;41.83863;12.65671;1
006830;Trenipharma sede;Via di grotte portella 6-8;10891701004;00044;058039;Frascati;058;RM;Roma;120;Lazio;01/10/2010;-;41.83863;12.65671;1
006852;FARMAVET ROMA SRL;VIA ANGUILLARESE 18;06617311003;00061;058005;Anguillara sabazia;058;RM;Roma;120;Lazio;01/11/2010;-;42.04787;12.29691;1
006862;Health Retail Civita Castellana;Loc.Pizzo Garofalo;06069430483;01033;056021;Civita castellana;056;VT;Viterbo;120;Lazio;01/11/2010;-;42.30207;12.43846;1
006863;PARAFARMACIA;VIA DELLA GIUSTINIANA 271;11103641004;00188;058091;Roma;058;RM;Roma;120;Lazio;01/11/2010;-;42.00735;12.47484;1
006866;unicorno bianco srl;via dei salesiani 6;09979341006;00100;058091;Roma;058;RM;Roma;120;Lazio;01/11/2010;-;41.85606;12.56878;1
006868;LC3M S.R.L.;VIALE BRUNO BUOZZI, 35-37-39;09795811000;00015;058065;Monterotondo;058;RM;Roma;120;Lazio;01/11/2010;-;42.0508;12.62108;1
006879;Parafarmacia Zardo;Via Badino KM 5,400 SNC;11044991005;04019;059032;Terracina;059;LT;Latina;120;Lazio;01/11/2010;-;41.31583;13.19094;1
006948;Parafarmacia, erboristeria, sanitaria;Via Aurelia, 2997;11153961005;00050;058120;Fiumicino;058;RM;Roma;120;Lazio;01/12/2010;30/04/2013;41.9134;12.21049;1
006957;parafarmacia sant'arduino della d.ssa marsella mar;via campidoglio 198;02662730601;03024;060025;Ceprano;060;FR;Frosinone;120;Lazio;01/12/2010;-;41.54672;13.49806;1
006968;PARAFARMACIA DEL GHETTO IL POLO ETRUSCO;VIA ALBERATA DANTE ALIGHIERI N.9;08701011002;01016;056050;Tarquinia;056;VT;Viterbo;120;Lazio;01/12/2010;30/04/2014;42.25418;11.75757;1
006968;PARAFARMACIA ETRUSCA;Via ALBERATA DANTE ALIGHIERI N.9;01536690538;01016;056050;Tarquinia;056;VT;Viterbo;120;Lazio;01/05/2014;-;42.25418;11.75757;1
006974;Farma.ci sas di Ciliberti Samantha;Via della Conciliazione n.15/17;11149211002;00058;058097;Santa marinella;058;RM;Roma;120;Lazio;01/12/2010;31/03/2011;42.03518;11.86717;1
007005;Parafarmacia l'Amamalide;Viale Tommaso Tittoni 50;02524940596;04017;059025;San felice circeo;059;LT;Latina;120;Lazio;01/12/2010;31/05/2012;41.24124;13.10063;1
007041;L'Angolo del Farmaco di Vittorio Ferrara;via Appia, 679;11228641004;04028;059014;Minturno;059;LT;Latina;120;Lazio;01/01/2011;-;41.24859;13.74172;1
007046;FEDEREMACHIA DI VITO DERLA S.A.S.;Via Cantore, 29;11135771001;00195;058091;Roma;058;RM;Roma;120;Lazio;01/01/2011;-;41.92368;12.57115;1
007070;parafarmacia dr.ssa rita miledi;via fabrateria vetus snc;02669490605;03023;060024;Ceccano;060;FR;Frosinone;120;Lazio;01/01/2011;-;41.56644;13.3314;1
007085;Giorgia Sas di Giorgia De Luca e C.;via Casal Selce 296;11234181003;00166;058091;Roma;058;RM;Roma;120;Lazio;01/02/2011;-;41.92368;12.57115;1
007086;ELLEDUE srl;Via torre di mezzavia. 35;11195101008;00173;058091;Roma;058;RM;Roma;120;Lazio;01/02/2011;-;41.8362;12.59417;1
007100;parafarmacia;via della missione 16;10201231007;00019;058104;Tivoli;058;RM;Roma;120;Lazio;01/02/2011;-;41.96092;12.79888;1
007123;PHARMASTORE PK di De Lorenzis Annarita;Via Innocenzo XI, 51/55;07439841003;00165;058091;Roma;058;RM;Roma;120;Lazio;01/02/2011;-;42.02466;11.94841;1
007183;Natura Mater Magistra (Parafarmacia);Via S.s. Martiri di Selva Candida 38,38/a;10383861001;00166;058091;Roma;058;RM;Roma;120;Lazio;01/03/2011;31/01/2015;41.92368;12.57115;1
007200;Farma.ci sas di Ciliberti Samantha;Via Aurelia n.262;11149211002;00058;058097;Santa marinella;058;RM;Roma;120;Lazio;01/03/2011;-;42.0454;11.90462;1
007206;PARAFARMACIA GRANAI;VIA MARIO RIGAMONTI 100;01447650332;00142;058091;Roma;058;RM;Roma;120;Lazio;01/03/2011;-;41.83576;12.50608;1
007224;baby birba;via silio italico 1;02502220607;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/03/2011;-;41.63455;13.33137;1
007289;Crescenzi Daniela;via XXIV Maggio 49;01072140575;02042;057027;Fara in sabina;057;RI;Rieti;120;Lazio;01/04/2011;-;42.15338;12.64999;1
007337;PARAFARMACIA ALATRI;S.S. CASILINA KM 81,600;01447650332;03011;060003;Alatri;060;FR;Frosinone;120;Lazio;01/05/2011;-;41.73062;13.3402;1
007355;P-PHARMACY;VIA DEI CORONARI, 100;11398171006;00186;058091;Roma;058;RM;Roma;120;Lazio;01/05/2011;31/05/2012;41.90049;12.4702;1
007360;parafarmacia del Pantheon di Silvia Lo Iacono;via Piè di Marmo,3;11385531006;00186;058091;Roma;058;RM;Roma;120;Lazio;01/05/2011;-;41.92368;12.57115;1
007398;PARAFARMACIA VILLA VERDE;VIA GAGLIANO DEL CAPO 95;11306111003;00133;058091;Roma;058;RM;Roma;120;Lazio;01/05/2011;-;41.85537;12.65313;1
007435;ANTIMI FIORELLA;VIA IPPOLITO NIEVO 27/A;02041040565;01100;056059;Viterbo;056;VT;Viterbo;120;Lazio;01/06/2011;-;42.41186;12.12087;1
007438;PARAFARMACIA HARMINE DI REA G. E F.M. SNC;LUNGOMARE HARMINE 36;02043200563;01014;056035;Montalto di castro;056;VT;Viterbo;120;Lazio;01/06/2011;-;42.32481;11.58202;1
007445;PARAFARMACIA DOTT.SSA DI VITO DI DI VITO FRANCESCA;VIA G. MATTEOTTI, SNC;02683000604;03039;060074;Sora;060;FR;Frosinone;120;Lazio;01/06/2011;-;41.71885;13.61305;1
007448;PARAFARMACIA PALMEGIANI GINEVRA;Largo Verdi, 2;02036880561;01036;056039;Nepi;056;VT;Viterbo;120;Lazio;01/06/2011;-;42.2421;12.34688;1
007450;Parafarmacia Palmegiani Ginevra;Largo Verdi,  2;02036880561;01036;056039;Nepi;056;VT;Viterbo;120;Lazio;01/06/2011;-;42.2232;12.33272;1
007454;Parafamacia;via carroceto 85;01837480662;00178;058091;Roma;058;RM;Roma;120;Lazio;01/06/2011;-;41.86503;12.53914;1
007480;PARAFARMACIA MARKET FARMA;Via degli Alberini n 19 / Via Tiburtina  n 872;09608511003;00155;058091;Roma;058;RM;Roma;120;Lazio;01/07/2011;31/01/2014;41.92368;12.57115;1
007481;Healt Point S.r.l.;Via Cola di Rienzo n: 173;11277751001;00192;058091;Roma;058;RM;Roma;120;Lazio;01/07/2011;31/03/2013;41.92368;12.57115;1
007482;Healt Point S.r.l.;Piazzale Appio n. 7;11277751001;00183;058091;Roma;058;RM;Roma;120;Lazio;01/07/2011;31/03/2013;41.88631;12.50911;1
007483;Healt Point S.r.l.;Via Giovanni Giolitti n. 10;11277751001;00185;058091;Roma;058;RM;Roma;120;Lazio;01/07/2011;31/03/2013;41.92368;12.57115;1
007518;PARAFARMACIA CINECITTA'DUE;VIALE PALMIRO TOGLIATTI, 2;01447650332;00173;058091;Roma;058;RM;Roma;120;Lazio;01/08/2011;31/01/2013;41.90997;12.57211;1
007518;PARAFARMACIA CINECITTA'DUE;Viale PALMIRO TOGLIATTI, 2;01447650332;00173;058091;Roma;058;RM;Roma;120;Lazio;01/02/2013;-;41.90997;12.57211;1
007545;LA FARMACISTA - Dott.ssa  ANGELA BRUNETTI;Via Palmiro Togliatti, n. 67/b;09533621000;00065;058036;Fiano romano;058;RM;Roma;120;Lazio;01/08/2011;-;42.15952;12.59418;1
007577;Parafarmacia Salute e Bellezza;Via San Michele, 22;10961731006;00067;058068;Morlupo;058;RM;Roma;120;Lazio;01/09/2011;-;42.14274;12.50521;1
007580;salute&bellezza;via anguillarese 41;00187371000;00061;058005;Anguillara sabazia;058;RM;Roma;120;Lazio;01/09/2011;-;42.04787;12.29691;1
007591;Parafarmacia Piazza Civita srl;Piazza Casimiro Marcantoni Snc;02053450561;01033;056021;Civita castellana;056;VT;Viterbo;120;Lazio;01/09/2011;-;42.30207;12.43846;1
007595;Parafarmacia Piazza Civita Srl;Piazza Felice Abballe n 1 c/o Soratte Outlet;02053450561;00060;058099;Sant'oreste;058;RM;Roma;120;Lazio;01/09/2011;-;42.23912;12.5233;1
007613;parafarmacia babybirba;viale dante alighieri;02502220607;03037;060056;Pontecorvo;060;FR;Frosinone;120;Lazio;01/09/2011;-;41.4695;13.66606;1
007631;Parafarmacia Tropea-D'Alberti s.r.l.;via Maurice Ravel 408;11529481001;00124;058091;Roma;058;RM;Roma;120;Lazio;01/10/2011;-;41.75035;12.37263;1
007633;Parafarmacia Virtuoso Daniela;Via Raoul Chiodelli 244;11425511000;00132;058091;Roma;058;RM;Roma;120;Lazio;01/10/2011;-;41.92368;12.57115;1
007646;Parafarmacia Verde sas;via Attilio Profumo;11475281009;00119;058091;Roma;058;RM;Roma;120;Lazio;01/10/2011;-;41.76418;12.30903;1
007658;parafarmacia castel madama;via della libertà 27;11700831008;00024;058023;Castel madama;058;RM;Roma;120;Lazio;01/10/2011;31/12/2012;41.97494;12.87004;1
007658;parafarmacia castel madama Srl;via della libertà 27;11700831008;00024;058023;Castel madama;058;RM;Roma;120;Lazio;01/01/2013;-;41.97494;12.87004;1
007671;g.r.c.v. sas di lassalaz rosella;via bruno serotini,2c;11509201007;00135;058091;Roma;058;RM;Roma;120;Lazio;01/10/2011;-;41.97936;12.41019;1
007673;Parafarmacia Erboristeria Dr. A. Colasanti sas;Via Adige, 9-11;02699410607;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/10/2011;-;41.64385;13.34502;1
007679;CATOCCI FABIO;VIA CASSIA 73/D;00315020560;01021;056001;Acquapendente;056;VT;Viterbo;120;Lazio;01/10/2011;-;42.74522;11.86334;1
007681;Dr.ssa Francesca Spila;Via Braccianese Claudia Km 27,400;12617731000;00066;058054;Manziana;058;RM;Roma;120;Lazio;01/12/2013;-;42.11336;12.10808;1
007681;Parafarmacia Manziana Servizi S.r.l.;Via Braccianese Claudia Km 27,400;12617731000;00066;058054;Manziana;058;RM;Roma;120;Lazio;01/10/2011;30/11/2013;42.11336;12.10808;1
007694;Parafarmacia Morini s.r.l;via Giuseppe Allievo 80;11530431003;00135;058018;Capena;058;RM;Roma;120;Lazio;01/10/2011;-;42.14091;12.5394;1
007712;Parafarmacia Moderna di M.&M. s.r.l.;Via Bramante, 31;02982070548;00054;058120;Fiumicino;058;RM;Roma;120;Lazio;01/11/2011;30/06/2013;41.79796;12.29698;1
007734;Parafarmacia Dott.ssa Anna Coppola;Via degli orti della farnesina 101-A/B;11584991001;00194;058091;Roma;058;RM;Roma;120;Lazio;01/11/2011;-;41.94476;12.46066;1
007749;IDEA SALUTE TOR BELLA MONACA;VIA PAOLO FERDINANDO QUAGLIA N 102;11636641000;00133;058091;Roma;058;RM;Roma;120;Lazio;01/11/2011;-;41.92368;12.57115;1
007777;Parafarmacia Dr.ssa Cusani;Via macchioni 60;02027410592;04020;059015;Monte san biagio;059;LT;Latina;120;Lazio;01/11/2011;-;41.34411;13.31176;1
007787;PARAFARMACIA CASETTA MATTEI;VIA DEI SAMPIERI, 92;01447650332;00148;058091;Roma;058;RM;Roma;120;Lazio;01/11/2011;-;41.85247;12.41586;1
007794;PARAFARMACIA DR. GUAGNETTI;VIA ROMA 114-118;10292521001;00059;058105;Tolfa;058;RM;Roma;120;Lazio;01/11/2011;-;42.12345;11.97181;1
007798;NATURFARMA BIO SAS;VIALE SAN DOMENICO 58;02703640603;03039;060074;Sora;060;FR;Frosinone;120;Lazio;01/11/2011;-;41.70895;13.59794;1
007816;IDEA SALUTE OLEVANO ROMANO;VIA OLEVANO ROMANO N 13;11636641000;00171;058091;Roma;058;RM;Roma;120;Lazio;01/12/2011;-;41.92368;12.57115;1
007818;Farmapoint Amirkhanian;via Mosca 31b;03661291009;00069;058107;Trevignano romano;058;RM;Roma;120;Lazio;01/12/2011;-;42.15191;12.25461;1
007819;paraceliachia;via indipendenza 7;04634410650;04024;059009;Gaeta;059;LT;Latina;120;Lazio;01/12/2011;-;41.21528;13.57025;1
007830;parafarmacia san martino fondi;via sassari 32/44;02400290595;04022;059007;Fondi;059;LT;Latina;120;Lazio;01/12/2011;-;41.35374;13.42581;1
007831;parafarmacia dott.ssa camporeale;via principe di piemonte 6;02393490590;04016;059024;Sabaudia;059;LT;Latina;120;Lazio;01/12/2011;-;41.34345;13.03046;1
007843;Parafarmacia;Via Po', 97;02713180608;03036;060043;Isola del liri;060;FR;Frosinone;120;Lazio;01/12/2011;29/02/2012;41.67735;13.57487;1
007855;Parafarmacia Salute e Benessere;Via di Trigoria, 73;11629461002;00128;058091;Roma;058;RM;Roma;120;Lazio;01/12/2011;-;41.77072;12.47918;1
